party,speaker,text
democrat,DEVAL PATRICK,"Good evening, Democrats. Are you fired up? 
Well, I hope so.
This is the election of a lifetime because more than any one candidate or party, what's at stake is the American dream. That dream, the ability to imagine a better way for ourselves and our families and then to reach for it, that dream is central to who we are and what we stand for as a nation. Whether that dream endures for another generation depends on you and me. And it also depends on who leads us.
In Massachusetts, we know Mitt Romney. By the time he left office, Massachusetts was 47th in the nation in job creation during better economic times, and household income in our state was declining. He cut education deeper than anywhere else in America. Roads and bridges were crumbling. Business taxes were up, and business confidence was down. Our clean energy potential was stalled, and we had a structural budget deficit. Mitt Romney talks a lot about all the things he's fixed. I can tell you Massachusetts was not one of them. 
He's a fine fellow and a great salesman. But as governor, he was a lot more interested in having the job than doing the job. Today, with the help of the Obama administration, we are rebuilding our roads and our bridges and expanding broadband access.
Today, we're out of the deficit hole Mr. Romney left, and we've achieved the highest bond rating in our history. Today — today, with labor at the table, we've made the reforms in our pension and benefit system, our schools, our transportation system and more, that Mr. Romney only talked about.
And today in Massachusetts, you can marry whomever you love. 
We still have more to do — much, much more to do. But we are on a better track because we placed our faith not in trickle-down fantasies and divisive rhetoric, but in our values and our common sense.
The same choice faces the nation today. All that Republicans are saying is that if we just shrink government, cut taxes, crush unions and wait — all will be well.
Never mind that those are the very policies that got us into recession to begin with. 
But we Democrats, we owe America more than a strong argument for what we are against. We need to be just as strong about what it is we are for. The question is — the question is, what do we believe?
Well, we believe in an economy that grows opportunity out to the middle class and the disenfranchised, not just up to the well- connected.
We believe that freedom means keeping government out of our most private affairs, including out of a woman's decision whether to keep an unwanted pregnancy, and everybody's decision about whom to marry. 
We believe that we owe the next generation a better country than we found and that every American has a stake in that. We believe that in times like these, we should turn to each other, not on each other. 
And we believe that government has a role to play, not in solving every problem in everybody's life, but in helping people help themselves to the American dream.
That's what Democrats believe. That's what Americans believe. And if we want to win elections in November and keep our country moving forward, if we want to earn the privilege to lead, my message is this: it's time for Democrats to grow a backbone and stand up for what we believe. 
Quit waiting. 
And let's all start by standing up for President Barack Obama. This is the president — this is the president who delivered the security of affordable health care to every single American in every corner of this country after 90 years of trying.

This is the president who brought Osama bin Laden to justice, who ended the war in Iraq and is ending the war in Afghanistan. 
This is the president who ended ""don't ask, don't tell"" so that love of country, not love of another, determines fitness for service, who made equal pay for equal work the law of the land. 
This is the president who saved the American auto industry from extinction — 
My friends, the list of accomplishments is long, impressive and barely told, and even more impressive when you consider that congressional Republicans have made obstruction itself the centerpiece of their governing strategy. 
With a record like that and a vision that hopeful and powerful, I, for one, will not stand by and let him be bullied out of office, and neither should you. 
I want you to be clear. What's at stake is real. It's real.
The Orchard Gardens elementary school in Boston was in trouble. Its record was poor, its spirit was broken and its reputation was a wreck.
No matter how bad things were in other urban schools in the city, people would say, well, at least we're not Orchard Gardens.
Today, thanks to a host of new tools — many enacted with the help of the Obama administration — — Orchard Gardens went from one of the worst schools in the district to one of the best in the state. The whole school community is engaged and proud. So am I.
At the end of my visit about a year and a half ago, the first grade, led by a veteran teacher, gathered to recite Dr. King's ""I Have a Dream"" speech. And when I started to applaud, the teacher said: Not yet, Governor. Then she began to ask those 6- and 7-year-olds questions. What, she asked, does creed mean? What does nullification mean? Where is Stone Mountain? And as the hands of those 6- and 7- year-olds shot up, I realized that she had taught the children not just to memorize that speech but to understand it. 
See, today's Republicans — today's Republicans and their nominee for president tell us that those first-graders are on their own — on their own to deal with their poverty, with ill-prepared young parents, maybe who speak English as a second language, with an underfunded school, with neighborhood crime and blight, with no access to nutritious food and no place for their mom to cash a paycheck, with a job market that needs skills they don't have, with no way to pay for college.
But those Orchard Gardens kids should not be left on their own. Those children are America's children too! Yours and mine. 
And among them — among them are the future scientists and entrepreneurs, teachers, artists, engineers, laborers and civic leaders we desperately need. For this country to rise, they must rise. And they and their cause must have a champion in the White House. That champion is Barack Obama. That cause is the American Dream. Let's fight for that. Let's canvas, and phone bank, and get out the vote for that. Let's go tell everyone we meet that when the American Dream is on the line, we want Barack Obama in charge. 
Thank you so much. God bless you, and God bless the United States. Thank you. "
democrat,LILLY LEDBETTER,"Thank you. Good evening. My name is Lilly Ledbetter, and I'm here tonight to say what a difference four years makes. Some of you may know my story, how for 19 years I worked as the manager at a tire plant in Alabama.
And some of you may have lived a similar story.
After nearly two decades of hard, proud work, I found out that I was making significantly less money than the men who were doing the same work as me. I went home, talked to my husband, and we decided to fight. We decided to fight for our family and for your family too. We sought — — justice because equal pay for equal work is an American value.
That fight took me 10 years. It took me all the way to the Supreme Court. And in a 5-to-4 decision, they stood on the side of those who shortchanged my pay, my overtime and my retirement just because I'm a woman. The Supreme Court told me that I should have filed a complaint within six months of the company's first decision to pay me less, even though I didn't know about it for nearly two decades.
And if we hadn't elected President Barack Obama, the Supreme Court's wrongheaded interpretation would have been the law of the land. And that would have been the end of my story.
But with President Obama on our side, even though I lost before the Supreme Court, we won. — it says something about his priorities.
The first bill he would put his name on has my name on it too. 
The president signed the bill for his grandmother, whose dreams hit the glass ceiling, and for his daughters so that theirs never will. Because of his leadership, women who faced pay discrimination like I did now can get their day in court.
That was the first step, but it can't be the last because women still earn just 77 cents for every dollar men make. Those pennies add up to real money. It's real money for the little things like being able to take your kids to the movies and for the big things like sending them to college. It's paying your rent this month and the mortgage and the future. It's having savings for the bill you didn't expect and savings for the dignified retirement you have earned.
Maybe 23 cents doesn't sound like a lot to someone with a Swiss bank account, a Cayman Island investment — — an IRA worth tens of millions of dollars. But Governor Romney, when we lose 23 cents every hour, every day, every paycheck, every job over the entire lives, we lose just cannot be measured in dollars.
Three years ago, the House passed the Paycheck Fairness Act to level the playing field for women in America. The Senate Republicans blocked it. Mitt Romney won't even say if he supports it. President Obama does. 
In the end, I didn't get a dime of money. I was shortchanged. But this fight became bigger than Lilly Ledbetter. Today, it's about my daughter, it's about my granddaughter, it's about women and men. "
democrat,CRAIG ROBINSON,"All right, Maya. Hey.Greetings and aloha from the great state of Hawaii. I'm Maya Soetoro-ng, an educator, mother of two and proud to be Barack Obama's little sister.
I'm Craig Robinson, Michelle Obama's big brother, father of four and head coach of Oregon State University's men's basketball team. 
Any 7-footers out there, give me a call.Craig and I come from different states, we've had different upbringings and, as you can see, we have different perspectives on the world. But no matter how different we may seem, we share a set of values our parents gave us, values the same in Chicago as they are in Honolulu, a willingness to work hard, a commitment to education and the responsibility to look out for each other. They're the values at the core of how Barack and Michelle have lived their lives, raised our nieces and led this country as president and first lady of the United States. Four years ago at this convention I spoke with you all about how Barack and I didn't grow up with much in the way of wealth, but we were blessed with a mother who taught us that education is the surest path from limited means to limitless opportunity. She inspired me to become a teacher, and she inspired Barack's deep commitment to giving all our young people the opportunities our education gave us. He's made sure more of our youngest children have the stable foundation that Head Start provides, he's saved the jobs of teachers in our schools and he's helped more of our students afford a higher education.
Our mother also taught us that everyone has worth, regardless of who they are or what they believe. That's what inspired Barack's vision for a more inclusive and compassionate America, where everyone has a part to play in our shared story. He's made sure women can fight for equal pay for equal work and stood up for the freedom to make our own decisions about our health. He named two brilliant women who understand our lives to the Supreme Court. 
Making sure everyone in America has a chance to make it like he did — that's what my wonderful big brother is all about, and that's what he'll do for four more years. Four years ago I told you how when she was a young girl, Michelle used to talk to me about which kids at school were having a tough time at home and didn't have anybody to stick up for them.
And what inspired her most as she traveled this country on that campaign were the stories of brave Americans who juggle everything at home while their husbands and wives are off at war. You see, America's military spouses and families make profound sacrifices too, and Michelle promised that if she had the privilege to serve as first lady, she'd do everything she could to make sure America was there to honor, recognize and support their unique service. I've been so proud to watch her rally Americans to give millions of hours of their time in service to our military families.
She's working with schools that educate military children to add better courses. When Barack challenged businesses to hire 100,000 veterans and military spouses, Michelle and Jill Biden rallied CEOs to the cause. And last month, they stood with CEOs to announce that they've hired 125,000 veterans and military spouses — — surpassing the goal more than a year ahead of schedule.
She's still the kind little sister she always was. Now she's just sticking up for those who stand up for us. And I'm proud of her work to give our children a healthier start in life. And let's face it, Maya, I could use the recruits. Barack and Michelle have always been there for us. Tonight, we are here for them. And with your help, we can fill the White House with their brand of warmth, compassion and commitment to all our people for four more years. Thank you so much. "
democrat,KAL PENN,"Hello. Thank you. Thank you, guys. Nice. See, I like that. Thank you very much.
I am honored to accept your nomination for president of the United States. 
Wait. This is not my speech. Prompter guy, can we pull up my speech, please? This is awkward.
So while we're waiting, I guess I should have a message, a special message for those of you at home who recently turned 18. Good news. I can now legally register you to vote. 
Now, I've worked on a lot of fun movies, but my favorite job was having a boss who gave the order to take out bin Laden and who's cool with all of us getting gay married. — and for giving my friends access to affordable health insurance and doubling funding for the Pell grants.
Now, I started volunteering for Barack Obama back in 2007, but nothing really compares to what I saw behind the scenes at the White House when I had the honor to serve for two years as President Obama's liaison to young Americans. I saw how hard he fights for us.
And one of the most special days was a Saturday in 2012. The Senate had repealed ""don't ask, don't tell"" — — so that anyone can serve the country they love regardless of whom they love.
But the same day, the Dream Act was blocked. That bill would give immigrant children who've never pledged allegiance to any flag but ours the chance to earn their citizenship. 
And I was in a small office on the second floor of the West Wing with about eight other staffers, and we had worked our hearts out — cared very deeply about what this would mean for other young people. There wasn't a dry eye in the room. Tears of joy for the history that was made, but also tears of sadness because some American dreams would still be deferred.
And about five minutes later, President Obama walked in, sleeves rolled up, and he said to us: This is not over. We're going to keep fighting. I'm going to keep fighting. I need young people to keep fighting. That's why we're here. 
A few months later, President Obama fought to keep taxes from going up on middle-class families. And our Republican friends said, sure, you can do that. But one of the things they were willing to trade is a little item called the college tax credit, which today is saving students up to $10,000 over the course of four years of school. 
President Obama paid off his own student loans not too long ago. So he remembers what that's like. And he said that making it easier to go to college and get technical training is exactly how we grow our economy and create jobs, and outcompete the entire world. 
But here's the thing. Here's the thing. If we don't register, if we don't vote, it won't be. I volunteered in Iowa in 2007 because, like you — — I had friends serving in Iraq. I had friends who were looking for jobs. Others who couldn't go to the doctor because they couldn't afford it.
I felt that had to change. So I knocked on some doors, I registered voters and I'm volunteering again because my friend Matt got a job at a Detroit car company that still exists. And Lauren 
And we can't turn back now. So before I close — and as I wonder which Twitter hashtags you'll start using when I'm done talking — hashtag sexy face — 
Now, I really, really enjoyed listening to Rahm's speech, but he's the mayor now so he can't use four-letter words. "
democrat,RAHM EMANUEL,"Good evening.
From President Obama's hometown of Chicago — — it's my honor to speak to you about the president I served. I want to tell you what I saw up close while serving our president in a time of crisis, about the values he leans on and the voices he listens to.
When President Obama entered the White House, the economy was in a free fall, the auto industry on its back, the banks frozen up. More than 4 million Americans had already lost their jobs. And America's bravest, our men and women in uniform, where fighting for what — what soon would be the longest war in our history. You remember the uncertainty and the fear that seized our country.
On that first day, I said, Mr. President, which crisis do you want to tackle first? He looked me in the eye with that look he usually reserved just for his chief of staff — 
There was no — there was no blueprint or how-to manual for fixing a global financial meltdown, an auto crisis, two wars and a Great Recession all at the same time.
Believe me, if it existed, I would have found it.
Each crisis was so deep and so dangerous, any one of them would have defined another presidency. We faced a once-in-a-generation moment in American history. And fortunately for all of us, we have a once-in-a-generation president. 
And in those uncharted waters, I saw where the president finds his North Star. Every night President Obama reads 10 letters from everyday Americans. When I met with the president at the end of each day, he made sure he had their letters to read at his residence, letters from people just hoping for someone in power to understand their struggles. I can't tell you how many times, whether we were discussing the economy, health care or energy prices, the president would walk to his desk, take out one of the letters and read them to us and say, this is who we are fighting for, parents working hard to save for their child's education — — middle-class Americans fighting tooth and nail to hold onto their jobs, their homes or their life savings. It is their voices that President Obama brings to the Oval Office. It is their values I saw him fight for every day.
In the first month in office, he fought for the American recovery act, to cut taxes for the middle class, to put people to work building America's roads, rails and runways. And today our economy has gone from losing 800,000 jobs a month to adding 4 1/2 million private sector jobs in the last 29 months.

In case we forgot, that was the change we believed in, that was the change we fought for, that was the change President Obama delivered.
President Obama took office knowing full well that for the last century, presidents had tried to reform our health care system. Today, because of President Obama's courage, kids can stay on their parents' plan until they're 26. 
That was the change we believed in. That was the change we fought for. That was the change President Obama delivered.
I saw the president make the tough calls in the Situation Room. And today, our troops in Iraq have finally come home so America can do some nation-building here at home.
That was the change we believed in. That was the change we fought for. That was the change President Obama delivered.
I remember when the president received the report that the auto industry had a few weeks before its collapse. We met in the Roosevelt Room late into the night. Some of the president's advisers said that in order to save General Motors, you had to let Chrysler go under. Others said, it's like throwing good money after bad.
Among all the experts, there were only guesses and nobody put it at better than a one-in-four shot.
Only the president suggested going all in to save the industry and the jobs. 
And because President Obama made the right choice, over 1 million Americans are still working today. The American auto industry is not just surviving; it's thriving. Where Mitt Romney was willing to turn his back on Akron, Dayton and Toledo, Ohio, the president said, I've got your backs. That was the change we believed in. That was the change we fought for. That was the change President Obama delivered.
And in those first few months the president worked to put accountability into our children's schools with Race to the Top so that every child has an education that measures up to their full potential. He was willing to demand change and embrace reform. The president never changed his views to suit the moment or the audience, and that is also a measure of leadership. Every challenge was different. Every choice was difficult. But every time, the leadership was steady.
Now, the one thing I know with absolute certainty, having served two great presidents, is that in the next four years, an unforeseen crisis, challenge or conflict is going to show up and seize this country.
Whose leadership, whose judgment, whose values do you want in the White House when that crisis lands like a thud on the Oval Office desk? A — that's right, a person who said, in four words, let Detroit go bankrupt, or a president who had another four words: Not on my watch? 
Believe me, having served two great presidents, when the fog of uncertainty that surrounds a crisis storms into the White House and all the advisers and chiefs of staff have only guesses and hedges to offer the president, it will be the president's leadership that determines how we as a nation meet the challenges that face the middle class. It is the president's values that shape the future in which the middle class has hope. The person who takes the oath of office in the next four months will shape not just the next four years but the next 40 years of this great nation. In these next four years we need proven leadership, proven judgment and proven values. America needs four more years of Barack Obama. 
Thank you, and God bless you. "
democrat,KATHLEEN SEBELIUS,"From 1965 to 1967 my dad, Jack Gilligan, served in Congress and helped pass landmark laws like the Voting Rights Act. Dad later became another great governor of Ohio. 
But one of his proudest accomplishments was when, as a congressman, he helped to draft and pass Medicare. Today Dad's 91, and he's a happy beneficiary of that effort to bring quality health care to every senior citizen. And President Obama is building on that legacy by building quality and secure health care to every American.
I was governor of Kansas — — because no matter who you are, what stage of life you're in, this law is a good thing.
First, if you already have insurance you like, you can keep it. Insurance companies can no longer refuse to cover Americans with pre- existing conditions. That's what change looks like. More than 5 million seniors have already saved money on their prescription drugs, and almost 33 million have benefited from free preventive services.
The president has cracked down hard on Medicare and health care fraud, recovering a record-breaking $10.7 billion over the last three years, protecting our senior citizens. That's what change looks like. 
This law gives tax credits to 360 small businesses so they can give their employees health coverage, and an array of affordable private insurance plans to choose from. That's what change looks like.
If you're self-employed, between jobs or can't get insurance through work, you'll have access to affordable health insurance, as good as Congressman Paul Ryan's. That's what change looks like. 
If you're under 26, you can stay on your parents' plan. You can go back to school or get extra training without fear of a health catastrophe bankrupting your entire family. Over 3 million previously uninsured young adults are now on their parents' plans. That's what change looks like. 
Under ""Obamacare,"" insurance companies can no longer discriminate against women. Now before, some wouldn't even cover women's most basic health needs, like contraception and maternity care, but still charged us up to 50 percent more than men for a worse plan. They said women who had c-sections or survived breast cancer or even domestic violence had a pre-existing condition, and would deny them coverage.
But this president made it illegal to discriminate against women. And — — and ended the practice of insurance companies charging women higher premiums than men for the same coverage. The president ensured women's free access to preventive services like breast cancer screenings.
So the good news is, being a mother is no longer a liability and being a woman is no longer a pre-existing condition. Now that's what change looks like.
Today, nearly 13 million Americans, including some of you in this hall, are experiencing something remarkable. Instead of sending your checks to your insurance companies, your insurance companies are sending a check to you — over a billion dollars out this year alone. Because if insurers don't spend at least 50 percent of your premium dollars on your health care, you get a refund. That's what change looks like. 
Now, I've spent my career fighting the worst practices of insurance companies. I know how tough it is to stand up to powerful forces that prey on consumers. Governor Romney and Paul Ryan know how tough it is, too. That's why they won't do it. They'll let insurance companies continue to cherry-pick who gets coverage and who gets left out, priced out or locked out of the market.
President Obama is making sure that everyone, from cancer survivors to children with asthma, get the care they need.
What's missing from the Romney-Ryan plan for Medicare is Medicare. So instead of the Medicare guarantee, Republicans would give seniors a voucher that limits what's covered, costing seniors as much as $6,400 more a year.
President Obama extended the program's life by eight years while improving seniors' benefits and strengthening the Medicare guarantee. The president agrees there should be no vouchers. 
Romney and Ryan will take away women's basic health services and turn a blind eye to insurance discrimination. President Obama stands up for women, giving us control over our own health care. Romney and Ryan would put insurance companies back in control.
Now, Barack Obama was raised by Kansas women. I know Kansas women. They taught him the values of hard work and responsibility and fairness. That's why President Obama believes that if you work and play by the rules, you deserve the security of health care. Governor Romney, Congressman Ryan and their Republican colleagues say it's everyone for themselves.
And that, fundamentally, is the choice in this election, between Republicans who only fight for the favored few or a president who fights for the middle class, between a nation whose politics play on the worst of our fears and a nation whose law reflects the best of our values.
Forty-seven years ago my dad proudly watched President Johnson sign Medicare into law. That day President Johnson said few people have the courage to stake reputation and position and the effort of a lifetime on such a cause when there are so few that share it.
President Obama is one of those people. A leader with uncommon compassion and uncommon courage, he's earned more than our gratitude. He has earned four more years. "
democrat,TED STRICKLAND,"Hello. I'm Ted Strickland, and I come from Duck Run, Ohio! And let me tell you, folks in Ohio knows what happens when you have a president who stands up for average working people.
Eina Sidney She's an autoworker and a breadwinner once again.
As he celebrated the birth of his newborn baby boy, Brian Slagel 
James Facin He's thrilled to say that his life right now is eat, sleep and Jeep.

Late last year Chrysler announced they were hiring 1,100 new autoworkers in Toledo. 
Before Barack Obama took office, it looked like that pride could have vanished forever. But today, from the staggering depths of the Great Recession, the nation has had 29 straight months of job growth. 
Workers across my state and across the country are getting back to work — the dignity of having a good job and a good salary.
You know, Vince Lombardi was right when he said: It's not whether you get knocked down. It's whether you get back up. That's what happens when you have a president who stands up for average working people. 
Quite frankly — quite frankly, Barack Obama knows what it's like to pay a mortgage and student loans. And he knows what it's like to watch a beloved family member in a medical crisis, and worry that treatment may be out of reach. Barack Obama knows our struggles, and my friends, he shares our values. 
Now, Mitt Romney, he lives by a different code. To him, American workers are just numbers on a spreadsheet. To him, all profits are created equal whether made on our shores or off.
That's why companies that Romney invested in were dubbed ""outsourcing pioneers."" Now, you know our nation was built by pioneers, pioneers who accepted untold risks in pursuit of freedom, not by pioneers seeking offshore profits at the expense of American workers here at home. 
Mitt Romney proudly wrote an op-ed entitled, let Detroit go — Detroit go bankrupt. 
Mitt has so little economic patriotism that even his money needs a passport. It's summers on the beaches of the Cayman Islands and winters on the slopes of the Swiss Alps. 
In Matthew — in Matthew, Chapter 6, Verse 21, the Scriptures teach us that where your treasure is, there will your heart be also. And my friends, my friends, any man who aspires to be our president should keep both his treasure and his heart in the United States of America.
— it's well past time for Mitt Romney to come clean with the American people —— on what he's saying about the president's policies for welfare to work. He's lying, as simple as that. 
And on his tax returns, he's hiding. 
And so, my friends, there is a true choice in this election. Barack Obama is betting on the American worker. Mitt Romney is betting on a Bermuda shell corporation. 
My friends, the stakes are too high, the differences too stark to sit this one out.
So let us stand as one on November the 6th and move this country forward by re-electing President Barack Obama. 
Thank you. "
democrat,STACEY LIHN,"Governor Romney says people like me were the most excited about President Obama the day we voted for him. But that's not true, not even close.
For me, there was the day the Affordable Care Act passed and I no longer had to worry about getting Zoe the care she needed. Like so many moms with sick children, I shed tears, and I could breathe easier.
Knowing we have that net below us to catch us if we fall or if, God forbid, Zoe needs a heart transplant, ""Obamacare"" provides my family security and relief.

But we're also scared. Governor Romney repealing health care reform is something we worry about literally every single day. Zoe's third open-heart surgery will happen either next year or the year after. If Mitt Romney becomes president and ""Obamacare"" is repealed, there is a good chance she'll hit her lifetime cap. There is no way we could afford to pay for all the care she needs to survive. When you have a sick child, it's always in the back of your mind and sometimes in the front of your mind. On top of that, worrying that people would let an insurance company take away her health care just because of politics.
One-in-100 children are born with a congenital heart defect. President Obama is fighting for them. "
democrat,LINCOLN CHAFEE,"Good evening, and thank you for having me here to celebrate with all of you.
As the nation's only independent governor, I'm here tonight to join with my Democratic friends — — on the eve of an election critical to the future of our children and their country.
As a former Republican, I represent a group of Americans who all too often have no one to speak for them.
This group doesn't necessarily have a name. We've been called ""moderates."" But that term can be misleading. There's nothing moderate about our love of country or our passion for America's future. There's nothing moderate about our desire to work together within the broad political center in which most Americans live.
No matter what you call us, though, this is certain: There are a lot of us, and all over the country, and in November we will once again help elect Barack Obama president of the United States. 
We are, at our core, conservatives, in the best sense of the word: thoughtful, responsible with public resources and respectful of personal freedom. And we are liberal in the best sense of the word. We believe that government can and should be an instrument for the greater good. And although my former party has hijacked the term, there's really nothing conservative about today's Republican Party. 
First, we love this land, literally. We believe in environmental stewardship, protecting our air and our water — — because despite what big business and this Republican Party would have you believe, destroying these precious resources will cost us far more in the future than preserving them now.

Second, we believe in personal freedom. We do not want the government controlling our personal lives or our most personal decisions. Believing in freedom as we do, we don't think it's the role of government to pass judgment on a relationship between two consenting adults regardless of their orientation. 
Third, we take seriously the decision to enter into foreign entanglements. During the last administration, then-Senator Obama and I served together on the Foreign Relations Committee. There we shared a mutual desire to end the prevailing attitude of arrogance and recklessness on matters of war and peace that characterized those years. President Obama, he knows that wars are not to be entered into lightly. He knows that overseas conflict don't only do damage in the land in which they are fought, but in the land of those who fight them as well.
Fourth, we believe in using the tools of government to help Americans help themselves. For instance, programs such as Head Start and Pell Grants have brightened the futures of countless American young people — — and given them a hand up into the middle class. Now Mitt Romney and the Republicans are proposing a budget that would squeeze the life out of Head Start and Pell Grants. Let me ask you, should only the children of the wealthy have access to early education?Should only the children of the wealthy have access to a college degree?No. The answer is absolutely no. American education is still the wonder of the world, and we must open the schoolhouse doors, not close them. A strong educated middle class — 
Finally, we believe in fiscal responsibility. We think it's reasonable to pay for a valuable service that the people want by asking everyone to do their part. The lack of fiscal responsibility is one of the main reasons I finally left my old party. In — — that's right. That's right.
In 2001 President Bill Clinton handed the Republicans a surplus, and they went on to squander that surplus by launching two wars, expanding the cost of Medicare and giving tax cuts to the wealthiest Americans, and failing to pay for any of these.
Mitt Romney and Paul Ryan want to return us to the fantasy land of never having to pay for things we buy, such as education, medical research, good roads and clean energy. That's not conservative, that's not responsible, and that's not what this country needs. 
The values I have spoken of tonight aren't Republican or Democratic values. They're American values. They're the values of Abraham Lincoln, who affirmed the fundamental dignity of all Americans regardless of the color of their skin.
They're the values of Theodore Roosevelt, who protected millions of acres from development and exploitation so that future Americans, today's Americans, could enjoy them as fully as he did.
These are the values of Dwight Eisenhower, who presided over an era of peace and prosperity, because he knew that those two conditions go together. These are American values. But because they have no place in today's Republican Party, neither do I, and neither do millions like me. 
But my — "
democrat,TAMMY DUCKWORTH,"Hi, everyone. My name is Tammy Duckworth. I'm running to serve Illinois' 8th Congressional District. 
My father — my father served in the Army and the Marine Corps. Ooh-rah.A Vietnam vet, his family has worn our nation's uniform since the American Revolution.
My husband is an Army officer, and my brother saved lives in the Coast Guard. My mom is Thai and Chinese, and she proudly became a citizen in her 50s. 
Dad's work — Dad's work took us all over the world until he lost his job. It was a tough time. We used up our savings, moved into a studio apartment. But our family did the responsible thing, and we rolled up our sleeves. Mom took in sewing. My 55-year-old dad kept looking for work. But at 15 years old, I was the only one with a job, after school, for minimum wage. Thank God for the food stamps, public education and Pell Grants that helped me finish high school and college. 
In time, we pulled through. With this start, I was able to earn my own commission as an Army officer, and I became an Assault Helicopter pilot, working my way up to command a Black Hawk helicopter company. — almost a year into my tour, I was wounded and recovered at Walter Reed with other wounded warriors. Some of us had obvious injuries; others had scars on the inside that were less visible but no less real.
At the hospital, I realized my new responsibility: to honor the buddies who saved me by serving our military men and women. And I became the director of the Illinois Department of Veterans Affairs. 
We led the nation — we led the nation in screening for traumatic brain injury and post-traumatic stress, and we created a tax credit for Illinois businesses that hire veterans.
Then, President Obama asked me to help keep our sacred trust with veterans of all eras at the U.S. Department of Veterans Affairs. We work to end the outrage of veterans having to sleep on the same streets they once defended. We improved services for female veterans, and I reached out to young vets by creating the Office of Online Communications.
Barack Obama has also lived up to his responsibilities as commander in chief: ending the war in Iraq, refocusing on Afghanistan and eradicating terrorist leaders, including bin Laden. 
President Obama pushed for fairness in the military, listening to commanders as we ended ""don't ask, don't tell"" — 
When it comes to our men and women in harm's way, we have a clear choice on November 6th.
Last week Mitt Romney had a chance to show his support for the brave men and women he is seeking to command. But he chose to criticize President Obama instead of even uttering the word ""Afghanistan."" Barack Obama will never ignore our troops. He will fight for them. That's why he is my choice on November 6th.
My choice — — my choice is to do what my family did when times were hard: roll up our sleeves and get to work. My choice is to do what my crew did for me in a dusty field in Iraq. On November 12th, 2004, I was co-piloting my Black Hawk north of Baghdad when we started taking enemy fire. A rocket-propelled grenade hit our helicopter, exploding in my lap, ripping off one leg, crushing the other and tearing my right arm apart. But I kept trying to fly until I passed out. And in that moment, my survival and the survival of my entire crew depended on all of us pulling together. And even though they were wounded themselves and insurgents were nearby, they simply refused to leave a fallen comrade behind. Their heroism is why I'm alive today.
And ultimately — —— building an economy that will create jobs here at home, that will — and outcompete countries around the world.
But it's also about something else. It's about whether we do for our fellow Americans what my crew did for me, whether we'll look out for the hardest-hit and the disabled, whether we'll pull together in a time of need, whether we'll refuse to give up until the job is done.
So let's finish what we started. Let's keep moving forward with Barack Obama. Let's do what this country has always done — "
democrat,NATE DAVIS,"I'm not here tonight as a Democrat or as a Republican, but as a man of Christian faith, proud of the progress this president has made. If you're from Ohio — — you know Neil Armstrong grew up in our state. When he passed away, I was thinking about what he said about how every step can also be a giant leap.
That's how I feel about what this president's doing. With every step, he's had a huge impact on veterans. Not only did he get us what we needed overseas, he's been there for us at home. He's helped us get jobs, got us help for PTSDs, stood strong for military families.
And for me, the most important step was the post-9/11 GI Bill. And now that I have graduated, I have a job as director of veterans affairs at Xavier.
The GI Bill keeps opening doors for me.
Eight hundred thousand vets have gone back to school on the new GI bill, a law that Barack Obama championed in the Senate and expanded as president. They've all earned it, and the president has their backs.
Last year, a guy told me thanks to the GI bill benefits, he had a chance to go to college. He had always told his daughters how important education was, but now he was showing them with his example. And now he's happy to sit at the kitchen table and do his homework right next to his two daughters.
So thank you, President Obama — "
democrat,NANCY KEENAN,"Hello, delegates. — and our 1 million member activists, I am honored to be here to talk to you about what is at stake for women in 2012.
I am proud to say that the Democratic Party believes that women have the right to choose a safe, legal abortion with dignity and with privacy. 
We are proud — we are so proud to have a president who stands with women and who trusts women — 
I know this president, and I can tell you that he cares deeply about the next generation of young women in this country, his daughters, all of our daughters.
President Obama had the courage to stand with Sandra Fluke. 
We cannot trust Mitt Romney to protect our health. He would repeal ""Obamacare,"" taking away our access to better maternity and prenatal care and the law's near-universal coverage of birth control.
We cannot trust Mitt Romney to respect our rights. He would overturn Roe versus Wade and sign into law a wave of outrageous restrictions on a woman's ability to make decisions about her pregnancy.
Mitt Romney would take away our power to make decisions about our lives and our future.
But there is one decision that he cannot take away — 
I want to leave you with a story tonight, one that serves as my inspiration. I grew up in Anaconda, Montana. It is in the heart of the state's mining country. My dad worked at the copper smelter. It was a tough and dangerous place where copper would boil at 1,200 degrees. He had a brass peg and on it was his number — 720. Workers like my dad would throw their number in a bucket as they arrived for their shift, and at the end of the day they would hang it on a pegboard so their buddies would know they made it out safely.
Every day my dad threw that peg in that bucket, he did it for his family. He did it for his 
He passed away — he passed away when I was in my 20s, before I decided to run for public office. This number symbolizes the value of hard work and opportunity and the importance of sticking together.
We are ready to do the hard work. We are ready to work together. We are ready to re-elect President Barack Obama. We must — we must do it because women deserve to make their own choices and deserve to determine the course of their own lives.
Now, I got to tell you, don't assume that every voter knows what Barack Obama has done for the women in this country, and don't assume that they know the truth about Mitt Romney.
Tonight I'm asking you to talk with your friends, your neighbors, your relatives, even the ones you have never talked to, about reproductive rights. That's how you can throw your Conversation by conversation, vote by vote, door by door, we will re-elect President Barack Obama.
I will see you on the campaign trail.
Thank you very much. "
